,PKMuestreo,FechaMuestreo,IDPiscina,PKCiclo,KilosAlimento,FechaSiembra,FechaCosecha,CantidadSembrada,Hectareas,days_from_last_monitoring,cycle_days,survival_updated_at,Supervivencia,PesoPromedio2,CantidadCosechada,biomass_harvested,CantidadCosechada_cum,biomass_harvested_cum,stocked_minus_harvested,live_animals,live_biomass,cumulative_biomass,kg/ha/day,cumulative_fcr,density_ha,density_ha_bin,biomass_ha,NombreProveedor,Proveedor,Codigo,Especie,Origen,Proceso,Descripcion,MnProveedor,total_feed_given,cycle_feed_cost,start_weight,start_cycle_days,CantidadCosechada_harvested,VentaUSDReal,average_weight_harvest,Parcial,final_sale,partial_harvest_qty,partial_harvest_rev,final_biomass_harvested,cycle_fcr,cycle_weekly_growth_rate,rev_ha_day,cycle_feed_ha_day
234,129434,2022-01-03,29,4942,2625.0,2021-10-06,2022-01-06,1566000,9.3000002,7.0,89,2022-01-03,72.0,25.5,0.0,0.0,459677.0,7456.0,1106323.0,796553.0,20312.0,27768.0,40.3,1.587,168387.0,>160k,2986.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,44075.0,46025.92,1.5,5,1153176.0,99243.0,24.35,2.0,2.0,459677.0,25327.0,24343.0,1.811,2.0,119.9,53.25
235,129587,2022-01-10,46,4947,2400.0,2021-10-13,2022-01-16,613000,5.3000002,7.0,89,2022-01-10,87.0,24.7,0.0,0.0,99477.0,1691.0,513523.0,446765.0,11035.0,12726.0,64.7,1.756,115660.0,<130K,2401.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,22350.0,23797.16,1.2,5,466786.0,44296.0,25.66,1.0,1.0,99477.0,5323.0,11116.0,2.011,1.96,93.91,47.38
237,129979,2022-01-24,22,4952,5800.0,2021-10-14,2022-01-27,2017000,12.5,7.0,102,2022-01-24,65.0,30.6,316949.0,9331.0,570596.0,13643.0,1446404.0,940163.0,28769.0,42412.0,66.3,1.91,161360.0,>160k,3393.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,IRMART,81025.0,85068.84,1.1,4,1171944.0,129820.0,29.940001,2.0,2.0,570596.0,55901.0,31647.0,2.56,2.11,101.82,63.55
238,130035,2022-01-31,31,4953,2350.0,2021-10-14,2022-02-01,1546000,14.0,7.0,109,,96.0,,0.0,0.0,845592.0,18990.0,700408.0,672392.0,,,24.0,,110429.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,IRMART,67100.0,70603.66,1.1,4,1296563.0,137887.0,29.030001,3.0,3.0,845592.0,78490.0,32082.0,2.092,,90.36,43.97
239,129947,2022-01-24,42,4965,6550.0,2021-10-22,2022-01-25,3493000,28.4,7.0,94,,82.0,,377184.0,9452.0,1160052.0,22416.0,2332948.0,1913017.0,,,32.9,,122993.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,109575.0,115762.38,0.8,3,2199444.0,188729.0,25.110001,3.0,3.0,1160052.0,89415.0,48515.0,2.259,,70.7,41.05
240,129929,2022-01-24,24,4966,5950.0,2021-10-26,2022-01-27,2319000,15.4,7.0,90,2022-01-24,81.0,25.7,0.0,0.0,762084.0,12399.0,1556916.0,1261102.0,32410.0,44809.0,55.2,1.508,150584.0,130-160k,2910.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,HA,67550.0,70514.82,1.6,6,1789460.0,159271.0,27.190001,3.0,3.0,1087518.0,81471.0,39323.0,1.718,2.01,114.91,48.74
241,129940,2022-01-24,35,4969,2025.0,2021-10-26,2022-01-26,882000,5.4000001,7.0,90,2022-01-24,57.0,25.6,0.0,0.0,109182.0,2279.0,772818.0,440506.0,11277.0,13556.0,53.6,1.846,163333.0,>160k,2510.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,INAR,25025.0,26755.91,1.2,6,494437.0,51168.0,24.6,1.0,1.0,109182.0,10050.0,11756.0,2.129,2.03,105.28,51.49
242,131515,2022-02-28,64,4973,2150.0,2021-11-09,2022-03-05,925000,7.1999998,7.0,111,2022-02-28,49.0,37.0,0.0,0.0,187037.0,4465.0,737963.0,361602.0,13379.0,17844.0,42.7,1.938,128472.0,<130K,2478.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,34575.0,37697.06,1.3,6,497248.0,82640.0,38.68,2.0,2.0,187037.0,16366.0,16464.0,2.1,2.38,103.4,43.26
243,130036,2022-01-31,32,4974,3200.0,2021-10-28,2022-02-02,2971000,17.0,7.0,95,,82.0,,484893.0,10314.0,1489152.0,25053.0,1481848.0,1215115.0,,,26.9,,174765.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,INAR,80950.0,85967.81,1.0,4,2251186.0,168250.0,22.290001,3.0,3.0,1489152.0,95807.0,42039.0,1.926,,104.18,50.12
244,129938,2022-01-24,33,4975,2775.0,2021-10-28,2022-01-26,1367000,9.3000002,7.0,88,2022-01-24,79.0,22.2,0.0,0.0,479551.0,7218.0,887449.0,701085.0,15564.0,22782.0,42.6,1.675,146989.0,130-160k,2450.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,INAR,38150.0,40671.47,1.1,4,1132851.0,84098.0,21.200001,2.0,2.0,479551.0,24826.0,21068.0,1.811,1.76,102.76,46.62
245,130834,2022-02-14,39,4976,2700.0,2021-11-12,2022-02-14,1620000,12.7,7.0,94,,70.0,,0.0,0.0,549220.0,12995.0,1070780.0,749546.0,,,30.4,,127559.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,53275.0,55747.33,0.9,3,988956.0,109613.0,28.459999,2.0,2.0,549220.0,54907.0,25510.0,2.088,,91.82,44.63
246,130034,2022-01-31,30,4977,3100.0,2021-11-16,2022-02-04,1099000,9.0,7.0,76,,73.0,,0.0,0.0,198686.0,4343.0,900314.0,657229.0,,,49.2,,122111.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,28450.0,30164.17,1.3,6,680491.0,80557.0,28.469999,1.0,1.0,198686.0,19601.0,18060.0,1.575,,117.77,41.59
247,130822,2022-02-14,26,4978,5550.0,2021-11-17,2022-02-17,1475000,13.2,7.0,89,2022-02-14,79.0,25.4,0.0,0.0,264474.0,4766.0,1210526.0,956316.0,24290.0,29056.0,60.1,1.771,111742.0,<130K,2201.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,51450.0,54766.7,1.3,5,1082062.0,117490.0,27.35,1.0,1.0,264474.0,18987.0,27127.0,1.897,2.01,100.01,43.79
248,130833,2022-02-14,38,4980,1150.0,2021-11-10,2022-02-14,568000,5.0999999,7.0,96,2022-02-14,68.0,,0.0,0.0,101346.0,1837.0,466654.0,317325.0,,,32.2,,111373.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,19650.0,21011.19,1.2,5,370897.0,51319.0,32.529999,1.0,1.0,101346.0,7377.0,10605.0,1.853,,104.82,40.13
249,130498,2022-02-07,75,4985,2475.0,2021-11-18,2022-02-09,1326000,10.5,7.0,81,2022-02-07,90.0,24.8,296516.0,6681.0,860868.0,15412.0,465132.0,418619.0,10382.0,25794.0,33.7,1.355,126286.0,<130K,2457.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,34950.0,37157.270000000004,1.4,4,1167332.0,88059.0,22.530001,3.0,3.0,860868.0,58741.0,22283.0,1.568,2.13,103.54,41.09
250,130832,2022-02-14,37,4986,3850.0,2021-11-18,2022-02-19,1069000,9.8000002,7.0,88,,92.0,25.7,0.0,0.0,383924.0,7189.0,685076.0,630270.0,16198.0,23387.0,56.1,1.642,109082.0,<130K,2386.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,38400.0,39874.5,1.5,4,964402.0,100597.0,27.92,2.0,2.0,383924.0,28349.0,23396.0,1.641,2.02,116.65,44.53
251,131086,2022-02-21,36,4990,5875.0,2021-11-26,2022-02-27,1936000,15.1,7.0,87,2022-02-21,83.0,24.3,0.0,0.0,484624.0,7289.0,1451376.0,1204642.0,29273.0,36562.0,55.6,1.602,128212.0,<130K,2421.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,58575.0,61468.44,0.8,3,1521516.0,128661.0,23.719999,1.0,1.0,484624.0,22330.0,31884.0,1.837,1.96,97.94,44.59
252,132415,2022-03-07,23,4999,8200.0,2021-12-08,2022-03-12,2867000,16.200001,7.0,89,2022-03-07,81.0,25.0,0.0,0.0,973877.0,14201.0,1893123.0,1533430.0,38336.0,52537.0,72.3,1.547,176975.0,>160k,3243.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,81255.0,84328.23,1.3,5,2306994.0,197417.0,25.83,4.0,4.0,1232817.0,80092.0,48586.0,1.672,1.98,136.92,56.36
253,132417,2022-03-07,25,5000,5025.0,2021-12-08,2022-03-11,1528000,12.0,7.0,89,2022-03-07,96.0,25.4,0.0,0.0,490715.0,7550.0,1037285.0,995794.0,25293.0,32843.0,59.8,1.495,127333.0,<130K,2737.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,49100.0,51189.729999999996,1.3,5,1261593.0,110734.0,24.459999,2.0,2.0,490715.0,28282.0,26406.0,1.859,2.01,103.68,45.97
254,131520,2022-02-28,74,5001,4175.0,2021-12-09,2022-03-04,1326000,11.0,7.0,81,2022-02-28,93.0,24.1,0.0,0.0,446825.0,7397.0,879175.0,817633.0,19705.0,27102.0,54.2,1.406,120545.0,<130K,2464.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,38095.0,39836.71,1.1,4,1151948.0,98786.0,24.200001,2.0,2.0,446825.0,25666.0,24461.0,1.557,2.09,110.87,42.76
255,131495,2022-02-28,41,5002,3925.0,2021-12-10,2022-03-03,1452000,11.4,7.0,80,2022-02-28,82.0,24.0,0.0,0.0,386038.0,5420.0,1065962.0,874089.0,20978.0,26398.0,49.2,1.513,127368.0,<130K,2316.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,39950.0,41871.43,0.8,3,1206183.0,108489.0,24.870001,1.0,1.0,386038.0,20093.0,25817.0,1.547,2.11,118.96,43.8
256,133043,2022-03-28,27,5009,4225.0,2021-12-22,2022-03-31,1175000,8.8000002,7.0,96,2022-03-28,80.0,26.8,0.0,0.0,242518.0,3711.0,932482.0,745986.0,19992.0,23703.0,68.6,1.883,133523.0,130-160k,2694.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,44629.5,46553.11,1.2,5,935662.0,98455.0,27.58,1.0,1.0,242518.0,14258.0,22828.0,1.955,1.97,116.54,52.83
257,133359,2022-04-04,28,5010,0.0,2021-12-22,2022-04-04,997000,7.4000001,7.0,103,,76.0,,0.0,0.0,201856.0,3640.0,795144.0,604309.0,,,0.0,,134730.0,130-160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,36425.0,37698.05,1.2,5,813463.0,91727.0,28.0,2.0,2.0,201856.0,14820.0,20765.0,1.754,,120.35,47.79
258,132886,2022-03-21,40,5011,4075.0,2021-12-28,2022-03-21,2185000,12.4,7.0,83,,57.0,,0.0,0.0,304421.0,4670.0,1880579.0,1071930.0,,,46.9,,176210.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,46975.0,48776.78,1.6,6,1354940.0,124396.0,23.52,1.0,1.0,304421.0,17150.0,29378.0,1.599,,120.87,45.64
259,132717,2022-03-14,34,5012,6250.0,2021-12-28,2022-03-19,2432000,14.8,7.0,76,2022-03-14,74.0,20.0,286401.0,5542.0,619488.0,9682.0,1812512.0,1341259.0,26825.0,36507.0,60.3,1.619,164324.0,>160k,2467.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,59100.0,61547.53,1.6,6,1866931.0,140842.0,20.34,2.0,2.0,619488.0,35647.0,35055.0,1.686,1.84,125.22,52.54
260,132726,2022-03-14,43,5013,6150.0,2021-12-28,2022-03-20,2669000,16.799999,7.0,76,2022-03-14,79.0,22.3,0.0,0.0,643584.0,7691.0,2025416.0,1600079.0,35682.0,43373.0,52.3,1.253,158869.0,130-160k,2582.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,PUNK SP,54350.0,56971.23,1.6,6,2086502.0,167755.0,23.299999,1.0,1.0,643584.0,23676.0,41311.0,1.316,2.07,131.39,42.57
261,132727,2022-03-14,44,5014,5350.0,2021-12-29,2022-03-18,2356000,14.7,7.0,75,2022-03-14,72.0,23.6,162207.0,3079.0,636373.0,8475.0,1719627.0,1238131.0,29220.0,37695.0,52.0,1.296,160272.0,>160k,2564.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,PUNK SP,48850.0,51071.29,1.5,5,1798723.0,144460.0,23.219999,2.0,2.0,636373.0,28125.0,35465.0,1.377,2.21,131.03,44.31
262,133350,2022-04-04,19,5017,3500.0,2022-01-12,2022-04-06,1040000,6.5,7.0,82,2022-04-04,81.0,26.9,0.0,0.0,370194.0,5456.0,669806.0,542543.0,14594.0,20050.0,76.9,1.522,160000.0,130-160k,3085.0,PROMARISCO,PROM,VLL,V,L,L,Laboratorio,SP,30525.0,31654.010000000002,2.2,5,904785.0,79113.0,25.440001,2.0,2.0,370194.0,20337.0,19056.0,1.602,2.25,148.43,57.27
263,133351,2022-04-04,20,5018,1975.0,2022-01-12,2022-04-04,952000,5.9000001,7.0,82,,87.0,,0.0,0.0,354497.0,5865.0,597503.0,519828.0,,,47.8,,161356.0,>160k,,PROMARISCO,PROM,VLL,V,L,L,Laboratorio,SP,26750.0,27923.41,2.2,5,770660.0,70983.0,26.48,2.0,2.0,354497.0,22466.0,16885.0,1.584,,146.72,55.29
264,133360,2022-04-04,29,5019,5225.0,2022-01-13,2022-04-08,1472000,9.3000002,7.0,81,2022-04-04,74.0,28.1,0.0,0.0,389338.0,6336.0,1082662.0,801170.0,22513.0,28849.0,80.3,1.43,158280.0,130-160k,3102.0,PROMARISCO,PROM,VLL,V,L,L,Laboratorio,SP,41250.0,43172.15,2.5,4,1071438.0,103639.0,28.1,2.0,2.0,389338.0,24564.0,25503.0,1.617,2.33,137.58,54.76
265,133661,2022-04-11,67,5034,2300.0,2022-01-31,2022-04-14,1088000,6.0,7.0,70,2022-04-11,59.0,25.6,0.0,0.0,266938.0,4650.0,821062.0,484427.0,12401.0,17051.0,54.8,1.23,181333.0,>160k,2842.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,20975.0,22713.5,0.0,0,558663.0,48635.0,25.860001,2.0,2.0,266938.0,18132.0,12194.0,1.72,2.56,115.8,49.94
266,133736,2022-04-18,46,5035,1575.0,2022-01-31,2022-04-20,894000,5.3000002,7.0,77,,66.0,27.3,0.0,0.0,240583.0,4462.0,653417.0,431255.0,11773.0,16235.0,42.5,1.263,168679.0,>160k,3063.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,20500.0,21965.71,0.0,0,597123.0,55017.0,25.84,2.0,2.0,240583.0,17848.0,13675.0,1.499,2.48,134.81,50.23
267,134227,2022-05-02,31,5039,7800.0,2022-02-07,2022-05-06,2452000,14.0,7.0,84,,91.0,23.8,0.0,0.0,890442.0,12085.0,1561558.0,1421018.0,33820.0,45905.0,79.6,1.364,175143.0,>160k,3279.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,62600.0,67378.33,0.9,0,1871736.0,130994.0,25.5,2.0,2.0,890442.0,38340.0,37108.0,1.687,1.91,111.39,53.23
268,134013,2022-04-25,35,5040,2675.0,2022-02-08,2022-04-29,950000,5.4000001,7.0,76,2022-04-25,79.0,23.8,0.0,0.0,287342.0,4335.0,662658.0,523500.0,12459.0,16794.0,70.8,1.334,175926.0,>160k,3110.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,IRMART,22400.0,24477.59,1.5,6,717115.0,47504.0,26.030001,2.0,2.0,287342.0,13727.0,15522.0,1.443,2.23,115.75,54.58
269,134000,2022-04-25,22,5041,7850.0,2022-02-08,2022-04-29,1751000,12.5,7.0,76,2022-04-25,117.0,25.5,0.0,0.0,978038.0,16196.0,772962.0,904366.0,23061.0,39257.0,89.7,1.629,140080.0,130-160k,3141.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,63950.0,70579.41,1.6,6,2013191.0,162795.0,26.200001,3.0,3.0,978038.0,60712.0,43317.0,1.476,2.39,171.36,67.32
270,134020,2022-04-25,42,5047,11250.0,2022-02-11,2022-04-27,4381000,28.4,7.0,73,2022-04-25,68.0,23.0,0.0,0.0,1139194.0,20113.0,3241806.0,2204428.0,50702.0,70815.0,56.6,1.301,154261.0,130-160k,2493.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,92125.0,101147.23000000001,1.3,3,3115069.0,217343.0,21.17,3.0,3.0,1139194.0,72076.0,61942.0,1.487,2.17,104.83,44.44
271,134010,2022-04-25,32,5048,6975.0,2022-02-09,2022-05-01,3006000,17.0,7.0,75,2022-04-25,85.0,20.6,0.0,0.0,1043612.0,13876.0,1962388.0,1668030.0,34361.0,48237.0,58.6,1.398,176824.0,>160k,2837.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,67425.0,73792.56,1.3,5,2475414.0,155475.0,21.33,2.0,2.0,1043612.0,47328.0,44416.0,1.518,1.93,121.94,52.88
272,134229,2022-05-02,33,5049,5300.0,2022-02-10,2022-05-04,1654000,9.3000002,7.0,81,,89.0,21.8,0.0,0.0,657229.0,8547.0,996771.0,887126.0,19339.0,27886.0,81.4,1.54,177849.0,>160k,2998.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,42950.0,47003.35,1.3,4,1483953.0,90118.0,21.030001,2.0,2.0,657229.0,26402.0,25933.0,1.656,1.86,119.63,57.02
273,134350,2022-05-09,24,5050,8300.0,2022-02-16,2022-05-15,2703000,15.4,7.0,82,2022-05-09,89.0,23.0,0.0,0.0,1119387.0,17024.0,1583613.0,1409416.0,32417.0,49441.0,77.0,1.443,175519.0,>160k,3210.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,71326.0,82499.81,0.98,5,2373884.0,159976.0,22.58,2.0,2.0,1119387.0,54048.0,45351.0,1.573,2.0,126.68,56.48
274,134364,2022-05-09,38,5063,3800.0,2022-02-16,2022-05-11,905000,5.0999999,7.0,82,2022-05-09,83.0,24.7,0.0,0.0,170128.0,2261.0,734872.0,609944.0,15066.0,17327.0,106.4,1.544,177451.0,>160k,3397.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,26751.0,30880.54,0.0,5,736980.0,55901.0,23.379999,1.0,1.0,170128.0,5663.0,15514.0,1.724,2.25,133.67,63.97
275,134782,2022-05-23,39,5064,6050.0,2022-02-22,2022-05-27,2287000,12.7,7.0,90,,86.0,25.1,0.0,0.0,864614.0,10986.0,1422386.0,1223252.0,30704.0,41690.0,68.1,1.681,180079.0,>160k,3283.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,70075.0,78509.19,1.8,6,1904641.0,126593.0,24.77,2.0,2.0,864614.0,36841.0,36747.0,1.907,1.94,110.76,61.31
276,134646,2022-05-16,30,5066,3575.0,2022-02-24,2022-05-20,1446000,9.0,7.0,81,2022-05-16,92.0,24.1,0.0,0.0,727397.0,11560.0,718603.0,661115.0,15933.0,27493.0,56.7,1.598,160667.0,>160k,3055.0,TEXCUMAR,TX,BVT,B,V,T,SbHZ51OM5.3GBv,ACUTEC,43925.0,49757.5,2.0,4,1387888.0,90313.0,24.450001,2.0,2.0,727397.0,32253.0,27709.0,1.585,2.01,123.89,60.25
277,134390,2022-05-09,75,5067,4450.0,2022-02-25,2022-05-13,1672000,10.5,7.0,73,2022-05-09,100.0,24.2,0.0,0.0,825163.0,11521.0,846837.0,846837.0,20493.0,32014.0,60.5,1.305,159238.0,130-160k,3049.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,41775.0,48428.26,1.6,3,1696694.0,98901.0,21.99,2.0,2.0,825163.0,33324.0,30686.0,1.361,2.26,129.03,54.5
278,134780,2022-05-23,37,5071,5375.0,2022-03-01,2022-05-24,1739000,9.8000002,7.0,83,,75.0,25.6,0.0,0.0,422118.0,6775.0,1316882.0,987662.0,25284.0,32059.0,78.4,1.54,177449.0,>160k,3271.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,49360.0,54931.280000000006,1.9,6,1530281.0,101663.0,23.030001,1.0,1.0,422118.0,17663.0,32296.0,1.528,2.15,124.99,60.68
279,134942,2022-05-30,26,5073,4675.0,2022-03-04,2022-06-04,2339000,13.2,7.0,87,2022-05-30,85.0,24.7,322543.0,6925.0,1263795.0,20413.0,1075205.0,913924.0,22574.0,42987.0,50.6,1.646,177197.0,>160k,3257.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,70775.0,79300.66,1.2,3,1928021.0,110968.0,23.9,3.0,3.0,1263795.0,56370.0,36288.0,1.95,1.96,96.63,61.63
280,134677,2022-05-16,64,5074,4050.0,2022-03-09,2022-05-18,1269000,7.1999998,7.0,68,,89.0,21.0,0.0,0.0,340073.0,4676.0,928927.0,826745.0,17362.0,22038.0,80.4,1.367,176250.0,>160k,3061.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,30125.0,33054.5,2.2,5,1194554.0,61754.0,19.75,1.0,1.0,340073.0,11845.0,21552.0,1.398,2.09,126.13,61.53
281,134952,2022-05-30,36,5075,5850.0,2022-03-09,2022-06-02,2640000,15.1,7.0,82,2022-05-30,85.0,24.8,697836.0,15178.0,1524488.0,25251.0,1115512.0,948185.0,23515.0,48766.0,55.3,1.516,174834.0,>160k,3230.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,73950.0,83040.5,1.9,5,2385664.0,134479.0,25.5,4.0,4.0,1524488.0,70191.0,47211.0,1.566,2.08,108.61,59.72
282,134957,2022-05-30,41,5077,3300.0,2022-03-13,2022-05-30,1954000,11.4,7.0,78,,84.0,,0.0,0.0,660338.0,8654.0,1293662.0,1086676.0,,,41.4,,171404.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,48075.0,54924.40000000001,0.4,1,1598257.0,88276.0,21.74,2.0,2.0,660338.0,21875.0,29044.0,1.655,,99.28,54.07
283,135263,2022-06-06,74,5078,2750.0,2022-03-14,2022-06-10,2140000,11.0,7.0,84,2022-06-06,81.0,25.0,0.0,0.0,1088313.0,12943.0,1051687.0,851866.0,21297.0,34240.0,35.7,1.498,194545.0,>160k,3113.0,PROMARISCO,PROM,VLL,V,L,L,Laboratorio,SP,51300.0,58862.8,0.3,0,1905991.0,108101.0,25.059999,2.0,2.0,1088313.0,38819.0,33434.0,1.534,2.06,116.99,55.52
284,134939,2022-05-30,23,5084,6150.0,2022-03-16,2022-06-01,1948000,16.200001,7.0,75,2022-05-30,98.0,26.8,175653.0,4639.0,899113.0,16463.0,1048887.0,1027909.0,27548.0,44011.0,54.2,1.618,120247.0,<130K,2717.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,71200.0,79335.5,2.9,5,2067564.0,159304.0,26.41,3.0,3.0,899113.0,52884.0,45861.0,1.553,2.39,131.11,58.6
285,135230,2022-06-06,25,5087,4600.0,2022-03-18,2022-06-08,1860000,12.0,7.0,80,2022-06-06,82.0,25.1,0.0,0.0,840322.0,12859.0,1019678.0,836136.0,20987.0,33846.0,54.8,1.522,155000.0,130-160k,2820.0,BIOGEMAR,BIOG,VLL,V,L,L,Laboratorio,SP,51500.0,58247.5,1.2,3,1530686.0,96203.0,25.07,2.0,2.0,840322.0,35536.0,30166.0,1.707,2.17,100.21,53.65
286,135991,2022-06-27,43,5092,6650.0,2022-03-31,2022-06-30,2768000,16.799999,7.0,88,2022-06-27,76.0,27.6,0.0,0.0,1140683.0,21040.0,1627317.0,1236761.0,34135.0,55175.0,56.5,1.544,164762.0,>160k,3284.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,85175.0,96642.70000000001,1.4,4,1968876.0,161198.0,28.379999,3.0,3.0,1140683.0,65198.0,44544.0,1.912,2.18,109.04,57.61
287,135992,2022-06-27,44,5093,5100.0,2022-03-31,2022-06-29,2398000,14.7,7.0,88,2022-06-27,84.0,27.8,0.0,0.0,1073100.0,18990.0,1324900.0,1112916.0,30939.0,49929.0,49.6,1.505,163129.0,>160k,3397.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,75150.0,85528.20000000001,1.4,4,1841533.0,147740.0,28.639999,3.0,3.0,1073100.0,60216.0,40998.0,1.833,2.2,114.21,58.09
288,135988,2022-06-27,40,5094,2250.0,2022-04-01,2022-06-27,2015000,12.4,7.0,87,,82.0,,122914.0,2839.0,1001650.0,19001.0,1013350.0,830947.0,,,25.9,,162500.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,60950.0,69079.20000000001,1.1,3,1532328.0,114131.0,27.120001,4.0,4.0,1001650.0,64017.0,33393.0,1.825,,105.79,56.5
289,136222,2022-07-04,34,5095,6150.0,2022-04-05,2022-07-06,2339000,14.8,7.0,90,,89.0,26.3,0.0,0.0,997621.0,13796.0,1341379.0,1193827.0,31398.0,45194.0,59.4,1.756,158041.0,130-160k,3054.0,BIOGEMAR,BIOG,VLL,V,L,L,Laboratorio,SP,79350.0,90751.4375,2.0,6,2101664.0,159405.0,26.190001,2.0,2.0,997621.0,38994.0,42711.0,1.858,2.03,119.67,59.57
290,136215,2022-07-04,27,5096,4425.0,2022-04-05,2022-07-05,1436000,8.8000002,7.0,90,,77.0,30.9,0.0,0.0,386888.0,8490.0,1049112.0,807816.0,24962.0,33452.0,71.8,1.647,163182.0,>160k,3801.0,BIOGEMAR,BIOG,VLL,V,L,L,Laboratorio,SP,55100.0,61866.8,2.2,6,984267.0,97632.0,28.58,2.0,2.0,386888.0,30488.0,25563.0,2.155,2.39,123.27,69.57
291,136216,2022-07-04,28,5100,3550.0,2022-04-06,2022-07-07,1173000,7.4000001,7.0,89,,84.0,30.9,0.0,0.0,306400.0,6899.0,866600.0,727944.0,22493.0,29392.0,68.5,1.567,158514.0,130-160k,3972.0,BIOGEMAR,BIOG,VLL,V,L,L,Laboratorio,SP,46050.0,51681.0,2.0,5,872757.0,96833.0,29.27,2.0,2.0,306400.0,23500.0,23476.0,1.962,2.41,147.03,69.92
292,136495,2022-07-18,19,5101,3300.0,2022-04-13,2022-07-20,1070000,6.5,7.0,96,2022-07-18,101.0,27.3,0.0,0.0,514434.0,7268.0,555566.0,561122.0,15319.0,22587.0,72.5,1.872,164615.0,>160k,3475.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,42275.0,48040.9,1.3,5,1132900.0,84240.0,25.290001,2.0,2.0,514434.0,17302.0,22909.0,1.845,2.0,135.0,67.75
293,136322,2022-07-11,20,5102,2725.0,2022-04-13,2022-07-16,936000,5.9000001,7.0,89,2022-07-11,102.0,25.0,0.0,0.0,407198.0,6813.0,528802.0,539378.0,13484.0,20297.0,66.0,1.678,158644.0,130-160k,3440.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,34050.0,38849.4,1.3,5,985086.0,77237.0,23.92,2.0,2.0,407198.0,19591.0,20636.0,1.65,1.98,147.09,64.84
